Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.0,-3515.79584391837,-8.749625284604868
5.0,-3515.7236130309257,-9.365093308950224
10.0,-3513.8431619602634,-0.33235180225799865
15.0,-3540.2270413768974,-0.07262020388886103
20.0,-3519.233810513801,2.4077703479412245
25.0,-3529.399219515362,10.810738188816556
30.0,-3510.860500865022,7.4940806726082165
35.0,-3528.604864538795,-5.931415870147291
40.0,-3510.396143818246,6.496960903198837
45.0,-3511.934982772711,-1.7540568621968715
50.0,-3518.298088007759,-10.5381112345391
55.0,-3522.1105609550937,8.139507654572782
60.0,-3521.5828471881164,5.416050888836016
65.0,-3518.790003093237,-0.4163565277535526
70.0,-3532.076801309137,18.26060258019526
75.0,-3515.8049595054913,-0.8027890260648642
80.0,-3519.422435867236,-3.6785700330352613
85.0,-3509.0799047640317,-5.904457038207503
90.0,-3526.601980151082,0.606233421416099
95.0,-3528.3829939887655,-5.969211180042237
100.0,-3517.5185744249297,10.01148481491658
105.0,-3524.8775051944035,2.5644138799699734
110.0,-3511.7256200270986,1.4103064818834985
115.0,-3510.243779407265,6.437881593020614
120.0,-3514.4441971922884,1.8079387560825055
125.0,-3517.584184372879,14.901482236762181
130.0,-3529.361771243498,10.005379415505141
135.0,-3511.2428239204182,-2.1710773075806875
140.0,-3523.9071890507776,10.504543715061367
145.0,-3523.7325398184084,-0.5211003265635249
150.0,-3527.931747091647,15.381347545520466
155.0,-3525.4836719309787,-7.956811903878433
160.0,-3534.3388015642886,-4.63684068553334
165.0,-3521.309174507241,-3.6740475799308845
170.0,-3527.977907516478,6.544524935692603
175.0,-3532.699369397675,-5.449482368246276
180.0,-3529.057998300773,2.0854829413396536
185.0,-3516.75358320655,3.5037192478444323
190.0,-3518.317122631335,-11.036782438348936
195.0,-3507.7977521691723,0.5114844605948919
200.0,-3517.7993487241088,3.6265525589028673
205.0,-3523.8369066640853,-0.09737914517472446
210.0,-3519.364093900921,3.947623490406153
215.0,-3524.884667796622,5.577171062278396
220.0,-3521.1317888853,7.2266504159793765
225.0,-3517.0243251189872,-5.236192396859161
230.0,-3529.8712027868523,0.9248820980606018
235.0,-3530.047833800117,13.580919561007047
240.0,-3510.012526767161,6.967875850427851
245.0,-3522.1719551827728,-9.878243923566508
250.0,-3518.689373573898,3.7850129294445582
255.0,-3521.9579088822,0.3110706550601582
260.0,-3511.6971458557036,4.327722736080021
265.0,-3512.21089521138,-12.810265514369041
270.0,-3529.626424683191,-0.4255266218566688
275.0,-3508.9543316833683,11.897168871552527
280.0,-3530.283372280663,-3.3987567200308932
285.0,-3510.2280176168806,8.931244012812652
290.0,-3524.8412290808683,8.769355277637029
