Volume,SourceFile,Index,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_TemperatureRaw16,AD1_Temperature_mV,AD2_TemperatureRaw16,AD2_Temperature_mV,AD3_TemperatureRaw16,AD3_Temperature_mV,AD4_TemperatureRaw16,AD4_Temperature_mV,AD5_TemperatureRaw16,AD5_Temperature_mV,AD6_TemperatureRaw16,AD6_Temperature_mV,AD7_TemperatureRaw16,AD7_Temperature_mV,AD8_TemperatureRaw16,AD8_Temperature_mV
200ml,VET6_8chips_raw_stream_20260528_212502.bin,1,-2.235294,-9.430672,-7.107143,-9.382353,-14.581933,0.691176,-634.321429,-2703.451681,-1370.016807,-734.829832,-1977.546218,-386.804622,-2340.498950,-4680.880252,-135.865546,-5.430672,-7.716387,-13.220588,-78.352941,0.174370,0.567227,0.565126,-0.401261,-0.418067,-5.762605,-1430.993697,-89.497899,-1539.539916,-79.535714,-928.787815,-27.649160,-509.142857,-1018.243697,-2056.180672,-91.363445,-3.777311,-1.598739,1.493697,963,146.942139,1693,258.331299,1858,283.508301,2124,324.096680,-28522,-4352.111816,155,23.651123,-28370,-4328.918457,-28440,-4339.599609
200ml,VET6_8chips_raw_stream_20260528_212502.bin,2,-0.735294,-9.930672,-4.607143,-10.882353,-15.081933,-1.808824,-632.821429,-2702.951681,-1372.516807,-733.829832,-1980.046218,-384.304622,-2341.498950,-4681.880252,-134.865546,-5.930672,-7.216387,-13.720588,-78.352941,0.674370,-0.932773,-0.434874,0.098739,-0.918067,-6.262605,-1423.493697,-90.497899,-1541.039916,-79.035714,-932.787815,-27.149160,-511.642857,-1024.243697,-2058.180672,-92.863445,-5.277311,0.401261,0.493697,964,147.094727,1693,258.331299,1872,285.644531,2117,323.028564,-28526,-4352.722168,164,25.024414,-28372,-4329.223633,-28445,-4340.362549
200ml,VET6_8chips_raw_stream_20260528_212502.bin,3,-0.735294,-8.930672,-5.607143,-10.882353,-13.081933,-1.308824,-632.821429,-2701.451681,-1371.016807,-733.829832,-1981.046218,-388.804622,-2341.248950,-4681.880252,-134.865546,-4.930672,-7.716387,-11.220588,-79.852941,0.174370,0.067227,0.065126,-0.401261,1.081933,-4.262605,-1423.993697,-90.497899,-1541.539916,-78.535714,-929.787815,-26.649160,-510.142857,-1020.243697,-2051.680672,-92.363445,-7.277311,-0.598739,0.993697,961,146.636963,1685,257.110596,1872,285.644531,2119,323.333740,-28528,-4353.027344,155,23.651123,-28378,-4330.139160,-28449,-4340.972900
200ml,VET6_8chips_raw_stream_20260528_212502.bin,4,-1.235294,-10.430672,-3.607143,-10.382353,-14.081933,-0.308824,-635.321429,-2704.951681,-1376.516807,-730.829832,-1983.046218,-384.304622,-2343.998950,-4688.380252,-135.365546,-5.930672,-7.716387,-12.220588,-78.852941,-0.325630,0.567227,0.065126,-0.401261,1.081933,-7.262605,-1422.993697,-90.997899,-1542.039916,-77.535714,-929.787815,-26.649160,-510.392857,-1021.243697,-2051.680672,-92.863445,-4.277311,-1.098739,1.993697,976,148.925781,1689,257.720947,1868,285.034180,2125,324.249268,-28525,-4352.569580,167,25.482178,-28375,-4329.681396,-28444,-4340.209961
200ml,VET6_8chips_raw_stream_20260528_212502.bin,5,-2.235294,-9.930672,-4.107143,-9.382353,-12.581933,0.691176,-632.821429,-2698.951681,-1387.016807,-730.329832,-1979.546218,-389.304622,-2339.248950,-4678.380252,-135.365546,-4.430672,-8.216387,-12.720588,-78.852941,0.674370,0.067227,-0.434874,-0.401261,0.581933,-5.762605,-1421.493697,-90.497899,-1534.539916,-78.035714,-930.787815,-26.149160,-510.642857,-1020.243697,-2052.680672,-91.863445,-6.277311,-1.098739,0.993697,979,149.383545,1685,257.110596,1877,286.407471,2118,323.181152,-28522,-4352.111816,163,24.871826,-28371,-4329.071045,-28441,-4339.752197
200ml,VET6_8chips_raw_stream_20260528_212502.bin,6,-1.735294,-11.430672,-6.107143,-9.882353,-13.581933,0.191176,-634.821429,-2693.951681,-1373.016807,-727.829832,-1984.546218,-387.304622,-2339.248950,-4677.880252,-136.865546,-4.930672,-6.216387,-12.220588,-76.852941,-0.825630,-0.432773,-0.434874,0.598739,0.081933,-4.762605,-1429.493697,-89.997899,-1536.039916,-78.035714,-932.287815,-28.149160,-511.142857,-1021.743697,-2061.180672,-92.363445,-5.277311,-2.098739,-1.006303,966,147.399902,1690,257.873535,1874,285.949707,2117,323.028564,-28530,-4353.332520,152,23.193359,-28374,-4329.528809,-28446,-4340.515137
200ml,VET6_8chips_raw_stream_20260528_212502.bin,7,-1.735294,-10.930672,-5.107143,-9.382353,-14.081933,0.191176,-634.821429,-2698.451681,-1373.516807,-740.329832,-1983.546218,-383.304622,-2340.998950,-4681.880252,-136.365546,-5.930672,-7.216387,-11.220588,-75.352941,0.174370,-0.932773,0.565126,-0.401261,-0.418067,-4.762605,-1431.993697,-87.497899,-1534.539916,-75.535714,-932.287815,-26.649160,-509.892857,-1021.243697,-2057.680672,-93.863445,-4.777311,-0.098739,-0.506303,977,149.078369,1699,259.246826,1867,284.881592,2120,323.486328,-28527,-4352.874756,164,25.024414,-28373,-4329.376221,-28445,-4340.362549
200ml,VET6_8chips_raw_stream_20260528_212502.bin,8,-2.235294,-9.430672,-4.607143,-9.882353,-14.581933,-0.308824,-632.821429,-2702.451681,-1373.016807,-726.829832,-1984.546218,-389.804622,-2343.498950,-4686.880252,-137.865546,-5.430672,-7.716387,-13.220588,-78.852941,-0.325630,-0.432773,-1.934874,-0.401261,-0.418067,-5.762605,-1426.493697,-89.497899,-1538.039916,-77.035714,-926.787815,-26.149160,-508.142857,-1015.743697,-2053.180672,-92.863445,-3.277311,-0.598739,-0.506303,956,145.874023,1686,257.263184,1867,284.881592,2118,323.181152,-28531,-4353.485107,165,25.177002,-28376,-4329.833984,-28449,-4340.972900
200ml,VET6_8chips_raw_stream_20260528_212502.bin,9,-2.235294,-10.930672,-5.607143,-10.882353,-14.081933,-0.308824,-634.321429,-2696.951681,-1375.516807,-728.329832,-1981.046218,-382.804622,-2338.998950,-4678.880252,-135.365546,-5.430672,-7.216387,-13.220588,-77.352941,0.174370,0.567227,0.065126,-0.901261,1.081933,-6.762605,-1431.493697,-88.997899,-1538.539916,-79.035714,-931.787815,-27.149160,-510.392857,-1020.743697,-2056.180672,-92.363445,-5.277311,0.401261,1.993697,968,147.705078,1693,258.331299,1864,284.423828,2124,324.096680,-28533,-4353.790283,154,23.498535,-28381,-4330.596924,-28450,-4341.125488
200ml,VET6_8chips_raw_stream_20260528_212502.bin,10,-3.235294,-9.930672,-3.107143,-9.882353,-14.581933,-0.808824,-635.821429,-2694.451681,-1373.516807,-727.829832,-1980.546218,-384.804622,-2337.498950,-4675.380252,-136.865546,-5.930672,-9.216387,-13.220588,-78.852941,0.674370,0.067227,0.065126,0.098739,1.081933,-5.762605,-1429.493697,-88.997899,-1535.039916,-78.035714,-927.787815,-26.649160,-508.392857,-1017.243697,-2059.680672,-90.863445,-5.277311,-1.098739,-0.006303,963,146.942139,1693,258.331299,1861,283.966064,2122,323.791504,-28528,-4353.027344,164,25.024414,-28376,-4329.833984,-28445,-4340.362549
